36.467734,0.027422,0.192804
31.263680,0.031986,0.347052
23.190718,0.043121,0.470453
22.424239,0.044595,0.569178
19.430380,0.051466,0.648160
22.393859,0.044655,0.711349
21.187967,0.047197,0.761903
23.451168,0.042642,0.802348
27.998106,0.035717,0.834707
32.537043,0.030734,0.860596
34.472893,0.029008,0.881310
34.919737,0.028637,0.897883
35.395099,0.028252,0.911144
36.181020,0.027639,0.921755
35.606957,0.028084,0.930245
34.089087,0.029335,0.937040
37.171405,0.026902,0.942478
41.580732,0.024050,0.946830
44.517058,0.022463,0.950314
43.619359,0.022926,0.953103
45.601092,0.021929,0.955336
44.812504,0.022315,0.957125
44.283057,0.022582,0.958558
43.994525,0.022730,0.959706
42.086832,0.023760,0.960627
42.636286,0.023454,0.961366
43.386583,0.023049,0.961959
41.243575,0.024246,0.962435
43.127988,0.023187,0.962818
43.374914,0.023055,0.963126
36.973499,0.027046,0.963375
44.126926,0.022662,0.963576
39.525066,0.025300,0.963739
43.017413,0.023246,0.963871
40.412858,0.024745,0.963979
39.911875,0.025055,0.964067
42.075499,0.023767,0.964140
41.383362,0.024164,0.964200
40.309903,0.024808,0.964250
42.739793,0.023397,0.964292
44.213944,0.022617,0.964328
42.838478,0.023343,0.964358
43.433315,0.023024,0.964385
42.743812,0.023395,0.964408
42.163138,0.023717,0.964428
44.379748,0.022533,0.964447
41.520135,0.024085,0.964463
42.354397,0.023610,0.964479
42.538890,0.023508,0.964493
42.081343,0.023764,0.964507
42.987085,0.023263,0.964519
45.919374,0.021777,0.964531
45.464877,0.021995,0.964543
42.328581,0.023625,0.964555
45.023548,0.022211,0.964566
45.021316,0.022212,0.964577
42.354397,0.023610,0.964587
42.867309,0.023328,0.964598
43.504932,0.022986,0.964608
44.279722,0.022584,0.964619
44.745932,0.022348,0.964629
45.318588,0.022066,0.964639
44.453532,0.022495,0.964650
45.797403,0.021835,0.964660
41.083622,0.024341,0.964670
44.446617,0.022499,0.964680
43.417663,0.023032,0.964690
43.037963,0.023235,0.964700
42.164204,0.023717,0.964710
43.620121,0.022925,0.964720
41.094597,0.024334,0.964730
44.009824,0.022722,0.964740
42.585448,0.023482,0.964750
40.366528,0.024773,0.964760
37.492360,0.026672,0.964770
42.683241,0.023428,0.964780
38.575781,0.025923,0.964790
37.205426,0.026878,0.964800
37.134135,0.026929,0.964810
37.654430,0.026557,0.964820
38.963872,0.025665,0.964830
41.698462,0.023982,0.964840
40.079518,0.024950,0.964850
41.982408,0.023820,0.964860
40.935458,0.024429,0.964870
42.937438,0.023290,0.964880
44.053640,0.022700,0.964890
44.204366,0.022622,0.964900
41.785408,0.023932,0.964910
41.109799,0.024325,0.964920
41.325218,0.024198,0.964930
40.547720,0.024662,0.964940
45.315099,0.022068,0.964950
43.135241,0.023183,0.964960
42.919928,0.023299,0.964970
43.244925,0.023124,0.964980
43.733628,0.022866,0.964990
42.970832,0.023272,0.965000
41.295012,0.024216,0.965010
44.385461,0.022530,0.965020
44.473698,0.022485,0.965030
44.063344,0.022695,0.965040
45.206935,0.022120,0.965050
42.482690,0.023539,0.965060
42.039063,0.023787,0.965070
44.327027,0.022560,0.965080
42.585448,0.023482,0.965090
40.012323,0.024992,0.965100
43.551351,0.022961,0.965110
44.379748,0.022533,0.965120
42.289913,0.023646,0.965130
45.376376,0.022038,0.965140
43.752760,0.022856,0.965150
43.418042,0.023032,0.965160
45.259108,0.022095,0.965170
45.350239,0.022051,0.965180
43.990657,0.022732,0.965190
42.443562,0.023561,0.965200
44.354552,0.022546,0.965210
41.676739,0.023994,0.965220
46.317312,0.021590,0.965230
45.623351,0.021919,0.965240
39.664439,0.025212,0.965250
45.526560,0.021965,0.965260
45.077330,0.022184,0.965270
42.074084,0.023768,0.965280
41.417814,0.024144,0.965290
37.495735,0.026670,0.965300
38.717671,0.025828,0.965310
38.594838,0.025910,0.965320
37.170852,0.026903,0.965330
34.651595,0.028859,0.965340
36.130953,0.027677,0.965350
42.877050,0.023323,0.965360
45.481008,0.021987,0.965370
44.804672,0.022319,0.965380
45.954828,0.021760,0.965390
43.836961,0.022812,0.965400
45.720348,0.021872,0.965410
45.158145,0.022144,0.965420
43.349154,0.023069,0.965430
43.910494,0.022774,0.965440
42.786973,0.023372,0.965450
44.728120,0.022357,0.965460
45.302576,0.022074,0.965470
46.893097,0.021325,0.965480
45.763241,0.021852,0.965490
44.772777,0.022335,0.965500
43.930748,0.022763,0.965510
45.763030,0.021852,0.965520
41.940854,0.023843,0.965530
44.953721,0.022245,0.965540
42.468616,0.023547,0.965550
44.173512,0.022638,0.965560
46.213710,0.021639,0.965570
46.406513,0.021549,0.965580
44.731922,0.022355,0.965590
44.357110,0.022544,0.965600
46.294367,0.021601,0.965610
43.875043,0.022792,0.965620
41.657814,0.024005,0.965630
44.011952,0.022721,0.965640
42.499841,0.023529,0.965650
44.156738,0.022647,0.965660
42.628107,0.023459,0.965670
44.589111,0.022427,0.965680
46.099730,0.021692,0.965690
43.238941,0.023127,0.965700
45.087290,0.022179,0.965710
42.413857,0.023577,0.965720
46.570762,0.021473,0.965730
44.693737,0.022374,0.965740
44.888339,0.022278,0.965750
45.107220,0.022169,0.965760
43.764633,0.022850,0.965770
44.757347,0.022343,0.965780
44.376597,0.022534,0.965790
43.218948,0.023138,0.965800
47.018994,0.021268,0.965810
46.478338,0.021515,0.965820
45.369581,0.022041,0.965830
43.885250,0.022787,0.965840
45.535267,0.021961,0.965850
44.354750,0.022545,0.965860
42.489727,0.023535,0.965870
44.360060,0.022543,0.965880
43.043891,0.023232,0.965890
44.600050,0.022421,0.965900
45.562032,0.021948,0.965910
45.099895,0.022173,0.965920
42.854816,0.023335,0.965930
44.817928,0.022312,0.965940
41.977826,0.023822,0.965950
45.400067,0.022026,0.965960
41.695506,0.023983,0.965970
41.666320,0.024000,0.965980
45.826574,0.021821,0.965990
46.245342,0.021624,0.966000
41.948244,0.023839,0.966010
45.372875,0.022040,0.966020
47.091841,0.021235,0.966030
45.755912,0.021855,0.966040
45.111491,0.022167,0.966050
43.327370,0.023080,0.966060
47.881024,0.020885,0.966070
41.790121,0.023929,0.966080
42.476552,0.023542,0.966090
43.163356,0.023168,0.966100
43.942715,0.022757,0.966110
36.230965,0.027601,0.966120
40.653711,0.024598,0.966130
44.104741,0.022673,0.966140
43.616886,0.022927,0.966150
42.815185,0.023356,0.966160
42.302796,0.023639,0.966170
45.197740,0.022125,0.966180
43.145290,0.023178,0.966190
45.067783,0.022189,0.966200
43.345585,0.023070,0.966210
48.557123,0.020594,0.966220
45.147948,0.022149,0.966230
42.423395,0.023572,0.966240
43.913001,0.022772,0.966250
45.361144,0.022045,0.966260
43.932869,0.022762,0.966270
45.932873,0.021771,0.966280
43.574125,0.022949,0.966290
45.593192,0.021933,0.966300
45.787338,0.021840,0.966310
46.109086,0.021688,0.966320
46.524613,0.021494,0.966330
45.956095,0.021760,0.966340
45.270377,0.022089,0.966350
44.939173,0.022252,0.966360
43.917434,0.022770,0.966370
45.048901,0.022198,0.966380
46.703437,0.021412,0.966390
43.784371,0.022839,0.966400
39.578097,0.025267,0.966410
46.731594,0.021399,0.966420
46.150367,0.021668,0.966430
46.456310,0.021526,0.966440
44.462427,0.022491,0.966450
46.682507,0.021421,0.966460
45.069815,0.022188,0.966470
39.798303,0.025127,0.966480
44.086266,0.022683,0.966490
45.590071,0.021935,0.966500
44.407144,0.022519,0.966510
47.030053,0.021263,0.966520
46.178071,0.021655,0.966530
