86.774673,0.011524,0.192804
84.025142,0.011901,0.347052
62.402499,0.016025,0.470453
43.934221,0.022761,0.569178
42.874659,0.023324,0.648160
45.972363,0.021752,0.711349
42.084530,0.023762,0.761903
43.109021,0.023197,0.802348
48.722971,0.020524,0.834707
48.057978,0.020808,0.860596
54.518194,0.018343,0.881310
47.247145,0.021165,0.897883
50.663953,0.019738,0.911144
55.721795,0.017946,0.921755
57.260978,0.017464,0.930245
62.749037,0.015936,0.937040
65.043190,0.015374,0.942478
67.579896,0.014797,0.946830
63.659800,0.015709,0.950314
76.406450,0.013088,0.953103
81.473033,0.012274,0.955336
82.967583,0.012053,0.957125
87.550342,0.011422,0.958558
79.308428,0.012609,0.959706
88.251125,0.011331,0.960627
90.377508,0.011065,0.961366
88.960056,0.011241,0.961959
90.618290,0.011035,0.962435
87.388146,0.011443,0.962818
88.827300,0.011258,0.963126
81.318000,0.012297,0.963375
82.299784,0.012151,0.963576
91.148562,0.010971,0.963739
91.702735,0.010905,0.963871
87.777044,0.011393,0.963979
88.086325,0.011352,0.964067
81.326599,0.012296,0.964140
90.986842,0.010991,0.964200
89.276943,0.011201,0.964250
93.240960,0.010725,0.964292
78.005552,0.012820,0.964328
88.494792,0.011300,0.964358
92.524053,0.010808,0.964385
86.021503,0.011625,0.964408
92.300306,0.010834,0.964428
93.015468,0.010751,0.964447
82.808189,0.012076,0.964463
84.536569,0.011829,0.964479
92.333546,0.010830,0.964493
90.421636,0.011059,0.964507
90.956221,0.010994,0.964519
91.246702,0.010959,0.964531
87.728535,0.011399,0.964543
92.228802,0.010843,0.964555
90.027639,0.011108,0.964566
91.788590,0.010895,0.964577
94.193886,0.010616,0.964587
99.141438,0.010087,0.964598
89.722313,0.011145,0.964608
89.127353,0.011220,0.964619
93.325373,0.010715,0.964629
90.907437,0.011000,0.964639
92.021720,0.010867,0.964650
87.493655,0.011429,0.964660
91.814718,0.010891,0.964670
93.398587,0.010707,0.964680
93.759374,0.010666,0.964690
92.660373,0.010792,0.964700
92.507792,0.010810,0.964710
96.317769,0.010382,0.964720
93.427380,0.010704,0.964730
93.011141,0.010751,0.964740
91.605293,0.010916,0.964750
94.032684,0.010635,0.964760
94.705044,0.010559,0.964770
92.363394,0.010827,0.964780
92.650930,0.010793,0.964790
86.083710,0.011617,0.964800
95.621489,0.010458,0.964810
92.284123,0.010836,0.964820
90.875222,0.011004,0.964830
92.216041,0.010844,0.964840
94.886561,0.010539,0.964850
90.469900,0.011053,0.964860
82.709562,0.012091,0.964870
90.530510,0.011046,0.964880
92.377896,0.010825,0.964890
93.184487,0.010731,0.964900
91.880518,0.010884,0.964910
91.431080,0.010937,0.964920
77.420953,0.012916,0.964930
91.534854,0.010925,0.964940
92.609744,0.010798,0.964950
91.442783,0.010936,0.964960
89.601718,0.011161,0.964970
91.292521,0.010954,0.964980
93.241835,0.010725,0.964990
95.598638,0.010460,0.965000
91.215076,0.010963,0.965010
95.337067,0.010489,0.965020
95.710269,0.010448,0.965030
96.604361,0.010351,0.965040
94.062759,0.010631,0.965050
96.340973,0.010380,0.965060
89.001231,0.011236,0.965070
97.208180,0.010287,0.965080
88.074685,0.011354,0.965090
92.485553,0.010812,0.965100
94.631552,0.010567,0.965110
97.843528,0.010220,0.965120
87.999507,0.011364,0.965130
89.346342,0.011192,0.965140
95.113088,0.010514,0.965150
92.748888,0.010782,0.965160
90.881830,0.011003,0.965170
90.661007,0.011030,0.965180
93.689983,0.010673,0.965190
83.832133,0.011929,0.965200
89.424644,0.011183,0.965210
86.252256,0.011594,0.965220
82.943498,0.012056,0.965230
93.427380,0.010704,0.965240
90.975256,0.010992,0.965250
91.861951,0.010886,0.965260
86.438640,0.011569,0.965270
88.641481,0.011281,0.965280
91.156037,0.010970,0.965290
89.739215,0.011143,0.965300
93.386378,0.010708,0.965310
92.322463,0.010832,0.965320
91.883899,0.010883,0.965330
94.599328,0.010571,0.965340
86.699436,0.011534,0.965350
91.761637,0.010898,0.965360
92.333546,0.010830,0.965370
98.889475,0.010112,0.965380
95.269852,0.010496,0.965390
94.109677,0.010626,0.965400
95.462657,0.010475,0.965410
92.148061,0.010852,0.965420
91.791964,0.010894,0.965430
94.384140,0.010595,0.965440
93.132419,0.010737,0.965450
